Voltage,Frequency
-1.0,3.891068954920954
-0.98,3.6886744242848883
-0.96,3.6854213480410873
-0.94,4.3999999999999995
-0.92,4.35371624819061
-0.9,4.303507109591682
-0.88,4.259128416690046
-0.86,4.150499056008844
-0.84,4.1058619688895
-0.8200000000000001,4.051535900417539
-0.8,3.996480264863579
-0.78,3.939252669515189
-0.76,3.8825765268788723
-0.74,3.824392654545551
-0.72,3.7668173498082487
-0.7,3.7093936912243106
-0.6799999999999999,3.6536443093387256
-0.6599999999999999,3.6001115460389546
-0.64,3.548181317850752
-0.62,3.49896893862318
-0.6,3.453701115121423
-0.5800000000000001,3.4113668243812723
-0.56,3.374467761667396
-0.54,3.34325147083238
-0.52,3.316939485909796
-0.5,3.0913352877783677
-0.48,3.2770429525134968
-0.45999999999999996,3.8874940795128747
-0.43999999999999995,3.278353111513987
-0.42000000000000004,3.2865329011550024
-0.4,3.11928228799976
-0.38,3.3235422170340883
-0.36,3.350899979790821
-0.33999999999999997,3.38537440360783
-0.31999999999999995,3.2218897259335533
-0.30000000000000004,3.4664548942883164
-0.28,3.5130670586475947
-0.26,3.5645247238197717
-0.24,3.615529621319852
-0.21999999999999997,3.8429637110608135
-0.19999999999999996,3.7271968309525114
-0.18000000000000005,3.7788552064738083
-0.16000000000000003,3.837987901826575
-0.14,3.8934700744130586
-0.12,3.952907947347698
-0.09999999999999998,4.0087031021784245
-0.07999999999999996,4.064950344265536
-0.06000000000000005,4.116199887170595
-0.040000000000000036,4.236244534664784
-0.020000000000000018,4.268665692776935
0.0,4.358909409823146
0.0,4.314673174568577
0.02,4.409757874529032
0.04,4.4599070302074955
0.06,4.506395920128431
0.08,4.559947546982781
0.1,4.605858901735598
0.12,4.652071896620877
0.14,4.695723969219979
0.16,4.738020417159985
0.18,4.77943006868245
0.2,4.81967920149503
0.22,4.858418347195032
0.24,4.89501026050169
0.26,4.930427307690961
0.28,4.96231433047847
0.3,4.99270085394563
0.32,5.017135685634843
0.34,5.05963907411009
0.36,5.084223292857759
0.38,5.108903970561744
0.4,5.131452656006564
0.42,5.152942354368731
0.44,5.173209415579993
0.46,5.192636338474486
0.48,5.208694140073978
0.5,5.22237660729672
0.52,5.2352769324335116
0.54,5.246789632376283
0.56,5.255195127327777
0.58,5.2725468697410625
0.6,5.278706267086923
0.62,5.285567702398776
0.64,5.288051158178845
0.66,5.289514927974345
0.68,5.2888334597269795
0.7,5.287667761629407
0.72,5.285753344666674
0.74,5.277107392101264
0.76,5.272718053535947
0.78,5.2558971297593695
0.8,5.24764162541641
0.82,5.236992300582859
0.84,5.224204449612895
0.86,5.209912824399528
0.88,5.194409313962156
0.9,5.174972694988605
0.92,5.154971530360554
0.94,5.1333690641849685
0.96,5.111325118241809
0.98,5.087091834241749
1.0,5.060982882625788
