Voltage,Frequency
0.43,4.553026957259392
0.43066666666666664,4.553552974164845
0.43133333333333335,4.554018802414714
0.432,4.5545
0.43266666666666664,4.555000000000001
0.43333333333333335,4.555000000000001
0.434,4.5555
0.43466666666666665,4.556
0.43533333333333335,4.556500000000001
0.436,4.5715
0.43666666666666665,4.557
0.4373333333333333,4.566015058074199
0.438,4.566569447752702
0.43866666666666665,4.567032369561869
0.4393333333333333,4.568328436706024
0.44,4.568697911809777
0.44066666666666665,4.568864719838741
0.4413333333333333,4.574035430360885
0.442,4.574458444029369
0.44266666666666665,4.57473032239129
0.4433333333333333,4.57519374500985
0.444,4.575661460763069
0.44466666666666665,4.575990625890977
0.4453333333333333,4.576497602524728
0.446,4.576912623503532
0.44666666666666666,4.577405307676163
0.4473333333333333,4.577836189952011
0.448,4.578378897926298
0.44866666666666666,4.5788663129637435
0.4493333333333333,4.579390139012091
0.44999999999999996,4.57971574463202
0.45066666666666666,4.5802286687757645
0.4513333333333333,4.5807189554697105
0.45199999999999996,4.581290812953487
0.45266666666666666,4.581842512401423
0.4533333333333333,4.582407900296578
0.45399999999999996,4.582965251848763
0.45466666666666666,4.583439947797452
0.4553333333333333,4.583961602797358
0.45599999999999996,4.584557415297807
0.45666666666666667,4.585022906788796
0.4573333333333333,4.585488468936697
0.45799999999999996,4.5859200725848215
0.45866666666666667,4.586500463539623
0.4593333333333333,4.58699913860628
0.45999999999999996,4.587585786528328
0.46066666666666667,4.588137315884477
0.4613333333333333,4.588675771006752
0.46199999999999997,4.5892391374209325
0.46266666666666667,4.5897658345741315
0.4633333333333333,4.590321504197795
0.46399999999999997,4.59078960204122
0.4646666666666667,4.591420497022822
0.4653333333333333,4.592137083600502
0.46599999999999997,4.592869326088049
0.4666666666666666,4.593696963428907
0.4673333333333333,4.594201819467385
0.46799999999999997,4.594584517118653
0.4686666666666666,4.594989422551741
0.4693333333333333,4.595
0.47,4.595
