Voltage,Frequency
-1.0,3.5608985370023105
-0.98,3.5398564182208503
-0.96,3.5213333333300003
-0.94,3.5051693136251845
-0.92,3.4907466599877996
-0.9,3.47915681822524
-0.88,3.4694595961752084
-0.86,3.4629429866037715
-0.84,3.4525138247275873
-0.8200000000000001,3.4568957288986795
-0.8,3.457651535544609
-0.78,3.4616929202980917
-0.76,3.4673477588712487
-0.74,3.4758680824584314
-0.72,3.4873573707219405
-0.7,3.5000834588779117
-0.6799999999999999,3.5115904027979106
-0.6599999999999999,3.5345621731665124
-0.64,3.555184152276218
-0.62,3.5766238020870413
-0.6,3.5994071747652088
-0.5800000000000001,3.6259459214146204
-0.56,3.652663850631279
-0.54,3.681078252270702
-0.52,3.7109777640080903
-0.5,3.7414792442629063
-0.48,3.7735899759486085
-0.45999999999999996,3.807174707609065
-0.43999999999999995,3.8398616778137304
-0.42000000000000004,3.8743460565749714
-0.4,3.908516904261124
-0.38,3.943882628691249
-0.36,3.979079926068316
-0.33999999999999997,4.014414515420967
-0.31999999999999995,4.050569150144714
-0.30000000000000004,4.086744506540664
-0.28,4.122188639865483
-0.26,4.1587605100416125
-0.24,4.194745027702793
-0.21999999999999997,4.230159123915093
-0.2,4.762473691308666
-0.19999999999999996,4.266340804020449
-0.18000000000000005,4.301067288658506
-0.18000000000000002,4.913333333330001
-0.16000000000000003,4.336604539654897
-0.16,4.6813333333300005
-0.14,4.738
-0.14,4.3716242821604965
-0.12000000000000001,4.4066054301084625
-0.12,3.701352970703396
-0.1,4.439834495811767
-0.09999999999999998,3.830985682307503
-0.08000000000000002,4.473800262432538
-0.07999999999999996,4.15133333333
-0.06000000000000005,3.658292943595191
-0.06,4.507283797480449
-0.040000000000000036,4.364580119464836
-0.04000000000000001,4.540094412378766
-0.020000000000000018,4.399999999999998
-0.020000000000000018,4.572261075984597
0.0,4.603716139301973
0.0,4.016
0.01999999999999999,4.632795433692516
0.03999999999999998,4.670935296021991
0.06,4.69912052166913
0.08000000000000002,4.7285959310195596
0.09999999999999998,4.757671727216887
0.12,4.785877315578616
0.14,4.81390018422991
0.15999999999999998,4.841398191279245
0.18,4.867871943208882
0.2,4.894076832780372
0.21999999999999997,4.919143179929582
0.24,4.944250174853992
0.26,4.968104441526498
0.27999999999999997,4.991913227824559
0.3,5.014916387022161
0.32,5.036715471826031
0.34,5.058250736262432
0.36000000000000004,5.0792221317466275
0.37999999999999995,5.099569233760532
0.39999999999999997,5.118375937903354
0.42,5.1374834189815095
0.44,5.155474856968272
0.46,5.173294800042271
0.48000000000000004,5.190229673722855
0.49999999999999994,5.2061909846521885
0.52,5.2213223619477285
0.54,5.235829878908955
0.56,5.2500155027393705
0.5800000000000001,5.263706253192199
0.6000000000000001,5.2769535036674915
0.6199999999999999,5.288785222654199
0.6399999999999999,5.299677651781224
0.6599999999999999,5.310041961624374
0.6799999999999999,5.320219151227971
0.7,5.329707833769974
0.72,5.338109481609931
0.74,5.345977137688772
0.76,5.353180515703454
0.78,5.36003467690779
0.8,5.3655925975260494
0.8,5.3658842363246
0.8200000000000001,5.3710288654845355
0.8400000000000001,5.375462419254099
0.8600000000000001,5.379154365955553
0.88,5.382420087164035
0.9,5.384900451526944
0.92,5.386702751370784
0.9400000000000001,5.3879679981044495
0.9600000000000001,5.387970726866076
0.98,5.38793074051009
1.0,5.387288187423337
1.02,5.385410688859234
1.04,5.383447899715544
1.06,5.380399674880707
1.08,5.3766778749012465
1.1,5.37224874790352
1.12,5.3674839373115155
1.1400000000000001,5.361919413128284
1.1600000000000001,5.355331987889208
1.1800000000000002,5.348271064128467
1.2000000000000002,5.341040734141307
1.22,5.332390492767574
1.24,5.323304183341077
1.26,5.313404945465102
1.28,5.303185936159179
1.3,5.484647425573189
