Voltage,Frequency
-1.0,3.9825722485689448
-0.99,4.025582897789558
-0.98,3.827115629792444
-0.97,4.026095365667303
-0.96,4.065741591877043
-0.95,3.9831072666606286
-0.94,3.7246547867216946
-0.9299999999999999,3.9821077436339665
-0.92,4.023366790362171
-0.91,3.93150329489154
-0.9,3.9825877586966625
-0.89,4.0818092900132
-0.88,4.060269307118044
-0.87,4.032908102193654
-0.86,3.826048510031845
-0.85,3.9843303441220357
-0.84,3.961823534551931
-0.83,3.937962840443356
-0.8200000000000001,3.9127469188189936
-0.81,3.890107353741539
-0.8,3.8678413390318767
-0.79,3.8412616035398806
-0.78,3.822750966415767
-0.77,3.797545894496626
-0.76,3.779961590873817
-0.75,3.7527198864381797
-0.74,3.737666144729108
-0.73,3.7157477884980556
-0.72,3.8253459567987527
-0.71,3.747551133063141
-0.7,3.8258024179392507
-0.69,4.024718450359155
-0.6799999999999999,3.827102160203546
-0.6699999999999999,3.828217271665541
-0.6599999999999999,3.9823613609474986
-0.65,4.02406250760743
-0.64,4.023542327845066
-0.63,3.7847430629159127
-0.62,3.830321351052505
-0.61,3.826331986837014
-0.6,4.067068895406474
-0.59,3.828776817429272
-0.58,4.024597558457276
-0.5700000000000001,3.9822374409123573
-0.5599999999999999,3.7490421253062176
-0.55,3.7
-0.5399999999999999,3.7
-0.53,3.7
-0.5199999999999999,3.7
-0.51,3.7
-0.5,3.7
-0.49,3.7
-0.48,3.7
-0.47,3.7
-0.45999999999999996,3.7
-0.44999999999999996,3.7
-0.43999999999999995,3.7
-0.42999999999999994,3.7
-0.41999999999999993,3.7
-0.4099999999999999,3.7
-0.4,3.7
-0.3899999999999999,3.7
-0.38,3.7
-0.3699999999999999,3.7
-0.36,3.7
-0.35,3.7
-0.33999999999999997,3.7
-0.32999999999999996,3.7
-0.31999999999999995,3.7
-0.30999999999999994,3.7
-0.30000000000000004,3.7
-0.2899999999999999,3.7
-0.28,3.7
-0.2699999999999999,3.7
-0.26,3.7
-0.25,3.7
-0.24,3.7
-0.22999999999999998,3.7
-0.21999999999999997,3.7
-0.20999999999999996,3.7
-0.2,3.7
-0.2,4.5331418958165655
-0.19,4.4079999999999995
-0.18000000000000002,4.286793042820804
-0.17,4.534048800437196
-0.16000000000000003,4.4430689603844264
-0.15000000000000002,4.288380683385064
-0.13999999999999999,4.531013493431416
-0.13,4.284123616990634
-0.12,4.201373048133898
-0.11000000000000001,4.224786066494663
-0.1,4.244044519375005
-0.09000000000000001,4.279003616128858
-0.08000000000000002,4.298760642208154
-0.06999999999999999,4.323979886990345
-0.06,4.347244788814479
-0.05,4.3711172155446345
-0.04000000000000001,4.3948010283126395
-0.03,4.417017817301964
-0.020000000000000004,4.439822519682782
-0.010000000000000002,4.461998176767384
0.0,4.484964877905072
0.010000000000000002,4.508146698468443
0.020000000000000004,4.530023636984216
0.03,4.551743264185425
0.04000000000000001,4.573881443708853
0.05,4.595322447182611
0.06,4.288702054344552
0.06999999999999999,4.332
0.08000000000000002,4.286713886141403
0.09000000000000001,4.295520739402543
0.1,4.522086353020883
0.11000000000000001,4.525304711761211
0.12,4.424826245531622
0.13,4.421916834506361
0.13999999999999999,4.584649548965098
0.15,4.793385822715678
0.15000000000000002,4.289167931652362
0.16,4.812004808002876
0.16000000000000003,4.52804204185116
0.16999999999999998,4.830907823074561
0.17,4.527136652286443
0.18,4.84822417234092
0.18000000000000002,4.2888872808980745
0.19,4.290041369264946
0.19,4.864801407713847
0.2,4.291368468772593
0.2,4.882102282023469
0.21,4.899308911307932
0.21999999999999997,4.914956581848206
0.22999999999999998,4.931161542752434
0.24,4.947260744419239
0.25,4.962991008371776
0.26,4.977565632382829
0.26999999999999996,4.991786243788371
0.28,5.006679309144714
0.29,5.020981955194156
0.3,5.034539866481341
0.31,5.047242169725287
0.31999999999999995,5.060698091118547
0.32999999999999996,5.073378394003646
0.33999999999999997,5.085420804835866
0.35,5.0978238283024915
0.36,5.1087775557745125
0.37,5.120373173749057
0.38,5.131271302539935
0.38999999999999996,5.141796395937783
0.4,5.152539184658313
0.41000000000000003,5.1614638230328165
0.41999999999999993,5.172274627527135
0.42999999999999994,5.181065136640528
0.43999999999999995,5.189601493758194
0.44999999999999996,5.19802637661766
0.45999999999999996,5.207009133327202
0.47,5.214708152851072
0.48,5.22162171555614
0.49,5.228494290895352
0.5,5.235548708979343
