Voltage,Frequency
-1.0,3.024584828859699
-0.98,2.9913961820789168
-0.96,2.9756
-0.94,2.976896305154591
-0.92,2.9602000000000004
-0.9,2.950901480735756
-0.88,3.9255
-0.86,2.9392
-0.84,2.935686205792462
-0.8200000000000001,2.9362031237684327
-0.8,2.938832730162807
-0.78,2.94599365088571
-0.76,2.956713952086411
-0.74,2.9644000000000004
-0.72,2.9715815202697358
-0.7,2.9807030097338347
-0.6799999999999999,2.9992647855109555
-0.6599999999999999,3.5718041857122436
-0.64,3.544
-0.62,3.0703451486575446
-0.6,3.0979055280276224
-0.5800000000000001,3.179738721676034
-0.56,3.7337000000000002
-0.54,3.1226515632460097
-0.52,3.2063966247868785
-0.5,3.0344498965512248
-0.48,3.2645210375353417
-0.45999999999999996,3.082093934127038
-0.43999999999999995,3.115938481816128
-0.42000000000000004,3.357085422516009
-0.4,3.3881471210582714
-0.38,3.4204962848159464
-0.36,3.2459166143333844
-0.33999999999999997,3.4852578408067414
-0.31999999999999995,3.5174086319722213
-0.30000000000000004,3.344383534991559
-0.28,3.5818031279718383
-0.26,3.614625753708699
-0.24,3.646965524201238
-0.21999999999999997,3.679477294195485
-0.19999999999999996,3.7114285308769137
-0.18000000000000005,3.7432101662358104
-0.16000000000000003,3.774709264983742
-0.14,3.806497506385222
-0.12,3.837582653196495
-0.1,4.280416430004589
-0.09999999999999998,3.8687043901065055
-0.08,4.958561738761089
-0.07999999999999996,3.899315205853198
-0.06000000000000005,3.9294933136253807
-0.060000000000000005,4.4498051728000485
-0.040000000000000036,3.7407000000000004
-0.04000000000000001,3.9598822855393583
-0.020000000000000018,3.4734254444116215
-0.020000000000000004,3.989405681298115
0.0,3.7238999999999987
0.0,4.018633727041398
0.01999999999999999,4.04747058972894
0.04000000000000001,4.076356102676884
0.06,4.104100871429895
0.07999999999999999,4.13157055135157
0.1,4.159311281856263
0.12,4.18613572964697
0.13999999999999999,4.212642181172086
0.16,4.238188998290153
0.18000000000000002,4.2639738256888515
0.19999999999999998,4.289085636163854
0.22,4.313844016756906
0.24000000000000002,4.337912752147527
0.26,4.3613924761008125
0.28,4.3846688707872294
0.30000000000000004,4.407755486702126
0.31999999999999995,4.429878740888843
0.33999999999999997,4.451173510520651
0.36,4.472986617759845
0.38,4.493647678256707
0.4,4.514814287556902
0.42000000000000004,4.5343295269655215
0.44000000000000006,4.553728782787657
0.4600000000000001,4.572682904625735
0.48,4.59154696099562
0.5,4.609363697513369
0.52,4.626928389187101
0.54,4.644434875207162
0.56,4.660519463764328
0.5800000000000001,4.676587133896785
0.6,4.692526436989096
0.62,4.707930165718394
0.64,4.722926240163209
0.66,4.738788865792524
0.68,4.759015600692723
0.7000000000000001,4.77412324457705
0.72,4.796547913474549
0.74,4.805895856063492
0.76,4.813877637288566
0.78,4.822733060994451
0.8,4.831634590919949
0.8200000000000001,4.840966074268201
0.84,4.849970388756185
0.86,4.8584348879502395
0.88,4.8667151381920934
0.9,4.8743204481609546
0.9,4.874543389061323
0.92,4.88230683729121
0.9400000000000001,4.88960348525635
0.9600000000000001,4.896234027792798
0.9800000000000001,4.901865492448801
1.0,4.907540954142833
1.02,4.911853229835445
1.04,4.915935393577719
1.06,4.9195061902756
1.08,4.922602447484253
1.1,4.925014251943243
1.1,4.92516930455155
1.12,4.9268948461322095
1.1400000000000001,4.9283168413550476
1.1600000000000001,4.929074033114493
1.1800000000000002,4.929518079669457
1.2000000000000002,4.929215727630032
1.22,4.9285901876530955
1.24,4.927520132655085
1.26,4.9260190669493635
1.28,4.924142152036016
1.3,4.921896637797539
