Voltage,Frequency
-0.5,4.027731672302434
-0.486,3.432597885782133
-0.472,3.4230939349647365
-0.458,3.206047195655527
-0.444,3.3969836125744277
-0.43,3.387861323755587
-0.41600000000000004,3.3815934766422235
-0.402,3.3786923752221973
-0.388,3.3791202407360204
-0.374,3.3819322283549846
-0.36,3.3874171856798805
-0.346,3.395885243228622
-0.332,3.755359391232736
-0.318,3.42006285919865
-0.30400000000000005,3.4367787970101187
-0.29000000000000004,3.4555825161489953
-0.276,3.476466298077784
-0.262,3.499535061461397
-0.248,3.5243260110644
-0.23400000000000004,3.550982207122461
-0.21999999999999997,3.5790284491889546
-0.20600000000000002,3.609517034134702
-0.192,3.641077015015652
-0.17800000000000005,3.7048665830141183
-0.16400000000000003,3.706071418711785
-0.15000000000000002,3.740140363238006
-0.136,3.775148592497584
-0.12200000000000005,3.8110721919989228
-0.10800000000000004,3.8464841505640344
-0.09400000000000008,3.883297276583527
-0.08000000000000002,3.9191885380893146
-0.066,3.9556142880017715
-0.052000000000000046,3.992436726944738
-0.038000000000000034,4.029580112249961
-0.024000000000000077,4.0673392536276625
-0.010000000000000009,4.103918633604941
0.0040000000000000036,4.140066472378673
0.018000000000000016,4.177246615279712
0.03199999999999992,4.212707478943055
0.04599999999999993,4.248611325295799
0.06000000000000005,4.283529268961558
0.07399999999999995,4.317939652068804
0.08799999999999997,4.351647751917765
0.10199999999999998,4.3848266451286815
0.11599999999999999,4.429080713889489
0.1299999999999999,4.456721267294763
0.1439999999999999,4.487186087533585
0.15799999999999992,4.517458694694403
0.17199999999999993,4.551638025631195
0.18599999999999994,4.582164700929557
0.2,4.611361616301404
0.2,4.037200000000001
0.21400000000000002,4.64055637284167
0.228,4.668424713630683
0.242,4.696493052900135
0.256,4.723201232685398
0.27,4.749388524514866
0.28400000000000003,4.774998894579339
0.298,4.800331586819464
0.312,4.824668147189961
0.326,4.848619022202037
0.34,4.871337192259083
0.354,4.893439487597566
0.368,4.915141324385404
0.382,4.935696650257988
0.396,4.955524327076964
0.41000000000000003,4.974598650396107
0.424,4.993086990656909
0.43799999999999994,5.010420867485413
0.452,5.027435955304552
0.46599999999999997,5.043456683828542
0.48000000000000004,5.058616538407301
0.494,5.073318490218232
0.508,5.087025380083949
0.522,5.0994913582665236
0.536,5.1118005519280985
0.55,5.123199044587579
0.5640000000000001,5.133661109163622
0.578,5.143659087608269
0.592,5.152796822699367
0.6059999999999999,5.16082916593032
0.62,5.168041941731549
0.634,5.174938108998249
0.6479999999999999,5.180995313058421
0.6619999999999999,5.185847024561215
0.6759999999999999,5.190125663041397
0.69,5.193604020066443
0.704,5.1959859549207685
0.718,5.1977921696167035
0.732,5.198885468293141
0.746,5.199399098175888
0.76,5.198976277035045
0.774,5.197772821339938
0.788,5.1957860012811885
0.802,5.193009358109853
0.8160000000000001,5.189707914543525
0.8299999999999998,5.185175709043494
0.8439999999999999,5.180085191229888
0.8579999999999999,5.1741047711759665
0.8719999999999999,5.167509038130228
0.8859999999999999,5.159867469503632
0.9,5.151910576412487
